transaction_code,date,total_amount,payment_method,status
TRX-KLN-20260103-03067,2026-01-03 18:10:55,18200.0,CASH,COMPLETED
TRX-KLN-20260103-03068,2026-01-03 18:52:26,68000.0,CASH,COMPLETED
TRX-KLN-20260103-03069,2026-01-03 18:16:00,9500.0,CASH,COMPLETED
TRX-KLN-20260103-03070,2026-01-03 11:03:18,16000.0,CASH,COMPLETED
TRX-KLN-20260103-03071,2026-01-03 14:15:04,38000.0,QRIS,COMPLETED
TRX-KLN-20260103-03072,2026-01-03 07:35:50,31000.0,CASH,COMPLETED
TRX-KLN-20260103-03073,2026-01-03 19:19:55,44000.0,TRANSFER,COMPLETED
TRX-KLN-20260103-03074,2026-01-03 16:36:05,56000.0,CASH,COMPLETED
TRX-KLN-20260103-03075,2026-01-03 10:11:03,16000.0,QRIS,COMPLETED
TRX-KLN-20260103-03076,2026-01-03 16:55:54,85000.0,CASH,COMPLETED
TRX-KLN-20260103-03077,2026-01-03 19:30:49,15000.0,QRIS,COMPLETED
TRX-KLN-20260103-03078,2026-01-03 11:12:48,42000.0,CASH,COMPLETED
TRX-KLN-20260103-03079,2026-01-03 19:12:48,37000.0,CASH,COMPLETED
TRX-KLN-20260103-03080,2026-01-03 08:43:17,32000.0,CASH,COMPLETED
TRX-KLN-20260103-03081,2026-01-03 14:29:50,15300.0,CASH,COMPLETED
TRX-KLN-20260103-03082,2026-01-03 07:31:50,85500.0,CASH,COMPLETED
TRX-KLN-20260103-03083,2026-01-03 14:38:20,14000.0,CASH,COMPLETED
TRX-KLN-20260103-03084,2026-01-03 19:05:36,16000.0,CASH,COMPLETED
TRX-KLN-20260103-03085,2026-01-03 19:15:53,75500.0,CASH,COMPLETED
TRX-KLN-20260103-03086,2026-01-03 10:46:09,70000.0,QRIS,COMPLETED
TRX-KLN-20260103-03087,2026-01-03 12:39:44,21500.0,CASH,COMPLETED
TRX-KLN-20260103-03088,2026-01-03 10:45:40,92500.0,CASH,COMPLETED
TRX-KLN-20260103-03089,2026-01-03 19:57:00,17000.0,TRANSFER,COMPLETED
TRX-KLN-20260103-03090,2026-01-03 17:38:35,40500.0,CASH,COMPLETED
TRX-KLN-20260103-03091,2026-01-03 13:11:53,55000.0,CASH,COMPLETED
TRX-KLN-20260103-03092,2026-01-03 15:46:22,219500.0,CASH,COMPLETED
TRX-KLN-20260103-03093,2026-01-03 16:01:54,120500.0,CASH,COMPLETED
TRX-KLN-20260103-03094,2026-01-03 09:35:53,12500.0,CASH,COMPLETED
TRX-KLN-20260103-03095,2026-01-03 14:14:31,44500.0,CASH,COMPLETED
TRX-KLN-20260103-03096,2026-01-03 14:35:29,38000.0,CASH,COMPLETED
TRX-KLN-20260103-03097,2026-01-03 08:13:17,126200.0,CASH,COMPLETED
TRX-KLN-20260103-03098,2026-01-03 08:42:09,60400.0,CASH,COMPLETED
TRX-KLN-20260103-03099,2026-01-03 19:38:43,1500.0,QRIS,COMPLETED
TRX-KLN-20260104-03100,2026-01-04 08:31:10,48000.0,CASH,COMPLETED
TRX-KLN-20260104-03101,2026-01-04 19:13:24,16000.0,CASH,COMPLETED
TRX-KLN-20260104-03102,2026-01-04 19:09:57,26500.0,CASH,COMPLETED
TRX-KLN-20260104-03103,2026-01-04 16:52:14,50000.0,CASH,COMPLETED
TRX-KLN-20260104-03104,2026-01-04 16:31:34,42000.0,CASH,COMPLETED
TRX-KLN-20260104-03105,2026-01-04 15:35:50,21000.0,TRANSFER,COMPLETED
TRX-KLN-20260104-03106,2026-01-04 19:49:39,44000.0,CASH,COMPLETED
TRX-KLN-20260104-03107,2026-01-04 16:42:52,16500.0,CASH,COMPLETED
TRX-KLN-20260104-03108,2026-01-04 08:49:10,31000.0,CASH,COMPLETED
TRX-KLN-20260104-03109,2026-01-04 08:05:48,17000.0,CASH,COMPLETED
TRX-KLN-20260104-03110,2026-01-04 17:49:55,19000.0,CASH,COMPLETED
TRX-KLN-20260104-03111,2026-01-04 07:13:38,9000.0,CASH,COMPLETED
TRX-KLN-20260104-03112,2026-01-04 09:55:13,18500.0,CASH,COMPLETED
TRX-KLN-20260104-03113,2026-01-04 09:54:36,9000.0,CASH,COMPLETED
TRX-KLN-20260104-03114,2026-01-04 20:29:35,71000.0,CASH,COMPLETED
TRX-KLN-20260104-03115,2026-01-04 16:20:09,41000.0,QRIS,COMPLETED
TRX-KLN-20260104-03116,2026-01-04 12:10:28,76400.0,QRIS,COMPLETED
TRX-KLN-20260104-03117,2026-01-04 17:19:10,18000.0,CASH,COMPLETED
TRX-KLN-20260104-03118,2026-01-04 20:33:01,25000.0,CASH,COMPLETED
TRX-KLN-20260104-03119,2026-01-04 12:21:15,9500.0,CASH,COMPLETED
TRX-KLN-20260104-03120,2026-01-04 17:13:13,52000.0,QRIS,COMPLETED
TRX-KLN-20260104-03121,2026-01-04 16:32:15,12400.0,CASH,COMPLETED
TRX-KLN-20260104-03122,2026-01-04 21:17:51,14000.0,CASH,COMPLETED
TRX-KLN-20260104-03123,2026-01-04 08:28:28,104000.0,TRANSFER,COMPLETED
TRX-KLN-20260104-03124,2026-01-04 16:32:05,129500.0,CASH,COMPLETED
TRX-KLN-20260104-03125,2026-01-04 16:36:02,30000.0,CASH,COMPLETED
TRX-KLN-20260104-03126,2026-01-04 10:36:14,31500.0,CASH,COMPLETED
TRX-KLN-20260105-03127,2026-01-05 17:12:41,26500.0,CASH,COMPLETED
TRX-KLN-20260105-03128,2026-01-05 15:27:18,74500.0,CASH,COMPLETED
TRX-KLN-20260105-03129,2026-01-05 11:06:46,23000.0,QRIS,COMPLETED
TRX-KLN-20260105-03130,2026-01-05 19:11:55,44500.0,QRIS,COMPLETED
TRX-KLN-20260105-03131,2026-01-05 17:08:17,115000.0,EWALLET,COMPLETED
TRX-KLN-20260105-03132,2026-01-05 12:18:37,37400.0,CASH,COMPLETED
TRX-KLN-20260105-03133,2026-01-05 16:14:58,62000.0,EWALLET,COMPLETED
TRX-KLN-20260105-03134,2026-01-05 15:55:43,37500.0,QRIS,COMPLETED
TRX-KLN-20260105-03135,2026-01-05 19:25:17,12000.0,CASH,COMPLETED
TRX-KLN-20260105-03136,2026-01-05 07:53:09,60000.0,EWALLET,COMPLETED
TRX-KLN-20260105-03137,2026-01-05 09:37:01,50000.0,CASH,COMPLETED
TRX-KLN-20260105-03138,2026-01-05 19:37:11,21500.0,CASH,COMPLETED
TRX-KLN-20260105-03139,2026-01-05 19:30:02,62000.0,CASH,COMPLETED
TRX-KLN-20260105-03140,2026-01-05 21:49:58,8000.0,CASH,COMPLETED
TRX-KLN-20260105-03141,2026-01-05 14:15:24,29500.0,EWALLET,COMPLETED
TRX-KLN-20260105-03142,2026-01-05 18:09:00,47000.0,CASH,COMPLETED
TRX-KLN-20260105-03143,2026-01-05 19:30:41,42000.0,CASH,COMPLETED
TRX-KLN-20260105-03144,2026-01-05 10:17:28,78000.0,CASH,COMPLETED
TRX-KLN-20260105-03145,2026-01-05 08:27:31,9500.0,QRIS,COMPLETED
TRX-KLN-20260105-03146,2026-01-05 18:33:43,4000.0,QRIS,COMPLETED
TRX-KLN-20260105-03147,2026-01-05 09:55:29,136000.0,CASH,COMPLETED
TRX-KLN-20260105-03148,2026-01-05 12:00:37,74000.0,EWALLET,COMPLETED
TRX-KLN-20260106-03149,2026-01-06 10:52:43,98000.0,CASH,COMPLETED
TRX-KLN-20260106-03150,2026-01-06 18:57:53,18500.0,TRANSFER,COMPLETED
TRX-KLN-20260106-03151,2026-01-06 17:07:08,16000.0,EWALLET,COMPLETED
TRX-KLN-20260106-03152,2026-01-06 16:05:06,17000.0,CASH,COMPLETED
TRX-KLN-20260106-03153,2026-01-06 13:52:37,76000.0,TRANSFER,COMPLETED
TRX-KLN-20260106-03154,2026-01-06 14:39:03,19000.0,CASH,COMPLETED
TRX-KLN-20260106-03155,2026-01-06 18:24:54,111000.0,CASH,COMPLETED
TRX-KLN-20260106-03156,2026-01-06 10:49:02,7000.0,CASH,COMPLETED
TRX-KLN-20260106-03157,2026-01-06 16:35:57,19000.0,CASH,COMPLETED
TRX-KLN-20260106-03158,2026-01-06 07:50:45,82000.0,EWALLET,COMPLETED
TRX-KLN-20260106-03159,2026-01-06 19:29:52,19500.0,CASH,COMPLETED
TRX-KLN-20260106-03160,2026-01-06 15:49:39,143500.0,CASH,COMPLETED
TRX-KLN-20260106-03161,2026-01-06 08:45:02,17000.0,QRIS,COMPLETED
TRX-KLN-20260106-03162,2026-01-06 11:54:33,16500.0,CASH,COMPLETED
TRX-KLN-20260106-03163,2026-01-06 16:15:08,68400.0,TRANSFER,COMPLETED
TRX-KLN-20260107-03164,2026-01-07 16:01:31,19000.0,CASH,COMPLETED
TRX-KLN-20260107-03165,2026-01-07 19:43:01,29000.0,CASH,COMPLETED
TRX-KLN-20260107-03166,2026-01-07 14:07:36,76500.0,QRIS,COMPLETED
TRX-KLN-20260107-03167,2026-01-07 19:16:05,109000.0,QRIS,COMPLETED
TRX-KLN-20260107-03168,2026-01-07 21:36:09,10000.0,CASH,COMPLETED
TRX-KLN-20260107-03169,2026-01-07 21:47:03,62500.0,QRIS,COMPLETED
TRX-KLN-20260107-03170,2026-01-07 17:25:27,28500.0,CASH,COMPLETED
TRX-KLN-20260107-03171,2026-01-07 11:42:22,120000.0,CASH,COMPLETED
TRX-KLN-20260107-03172,2026-01-07 20:06:09,100400.0,CASH,COMPLETED
TRX-KLN-20260107-03173,2026-01-07 18:08:45,120000.0,CASH,COMPLETED
TRX-KLN-20260107-03174,2026-01-07 14:24:59,98500.0,CASH,COMPLETED
TRX-KLN-20260107-03175,2026-01-07 14:05:06,133500.0,QRIS,COMPLETED
TRX-KLN-20260108-03176,2026-01-08 10:20:53,123600.0,QRIS,COMPLETED
TRX-KLN-20260108-03177,2026-01-08 16:14:54,152000.0,CASH,COMPLETED
TRX-KLN-20260108-03178,2026-01-08 20:59:35,168000.0,EWALLET,COMPLETED
TRX-KLN-20260108-03179,2026-01-08 20:37:21,6200.0,CASH,COMPLETED
TRX-KLN-20260108-03180,2026-01-08 14:08:52,87000.0,CASH,COMPLETED
TRX-KLN-20260108-03181,2026-01-08 18:21:05,16000.0,CASH,COMPLETED
TRX-KLN-20260108-03182,2026-01-08 16:18:35,25000.0,CASH,COMPLETED
TRX-KLN-20260108-03183,2026-01-08 13:38:45,44000.0,CASH,COMPLETED
TRX-KLN-20260108-03184,2026-01-08 17:59:10,101000.0,CASH,COMPLETED
TRX-KLN-20260108-03185,2026-01-08 15:26:50,18000.0,CASH,COMPLETED
TRX-KLN-20260108-03186,2026-01-08 14:14:53,25500.0,CASH,COMPLETED
TRX-KLN-20260108-03187,2026-01-08 20:25:43,42000.0,CASH,COMPLETED
TRX-KLN-20260108-03188,2026-01-08 13:00:33,30000.0,CASH,COMPLETED
TRX-KLN-20260108-03189,2026-01-08 07:24:33,144000.0,CASH,COMPLETED
TRX-KLN-20260108-03190,2026-01-08 08:20:02,73000.0,CASH,COMPLETED
TRX-KLN-20260108-03191,2026-01-08 12:16:04,42000.0,CASH,COMPLETED
TRX-KLN-20260108-03192,2026-01-08 16:16:25,14000.0,QRIS,COMPLETED
TRX-KLN-20260108-03193,2026-01-08 10:55:27,11000.0,EWALLET,COMPLETED
TRX-KLN-20260108-03194,2026-01-08 07:50:13,13000.0,CASH,COMPLETED
TRX-KLN-20260108-03195,2026-01-08 12:32:03,9500.0,CASH,COMPLETED
TRX-KLN-20260109-03196,2026-01-09 15:25:00,15500.0,CASH,COMPLETED
TRX-KLN-20260109-03197,2026-01-09 08:09:07,17500.0,CASH,COMPLETED
TRX-KLN-20260109-03198,2026-01-09 12:19:55,31000.0,CASH,COMPLETED
TRX-KLN-20260109-03199,2026-01-09 17:28:44,8000.0,CASH,COMPLETED
TRX-KLN-20260109-03200,2026-01-09 18:25:16,85000.0,CASH,COMPLETED
TRX-KLN-20260109-03201,2026-01-09 19:06:21,97500.0,CASH,COMPLETED
TRX-KLN-20260109-03202,2026-01-09 18:05:25,174000.0,CASH,COMPLETED
TRX-KLN-20260109-03203,2026-01-09 10:55:42,8000.0,CASH,COMPLETED
TRX-KLN-20260109-03204,2026-01-09 17:12:26,9000.0,CASH,COMPLETED
TRX-KLN-20260109-03205,2026-01-09 09:29:32,4500.0,QRIS,COMPLETED
TRX-KLN-20260109-03206,2026-01-09 09:36:51,32500.0,CASH,COMPLETED
TRX-KLN-20260109-03207,2026-01-09 19:48:15,7000.0,EWALLET,COMPLETED
TRX-KLN-20260109-03208,2026-01-09 08:21:45,19000.0,CASH,COMPLETED
TRX-KLN-20260109-03209,2026-01-09 16:09:01,34500.0,CASH,COMPLETED
TRX-KLN-20260109-03210,2026-01-09 19:52:04,7000.0,CASH,COMPLETED
TRX-KLN-20260109-03211,2026-01-09 18:41:08,18000.0,CASH,COMPLETED
TRX-KLN-20260109-03212,2026-01-09 13:22:20,39000.0,CASH,COMPLETED
TRX-KLN-20260109-03213,2026-01-09 10:54:06,1500.0,CASH,COMPLETED
TRX-KLN-20260109-03214,2026-01-09 18:39:49,58000.0,CASH,COMPLETED
TRX-KLN-20260109-03215,2026-01-09 07:18:00,8000.0,TRANSFER,COMPLETED
TRX-KLN-20260110-03216,2026-01-10 14:59:43,14000.0,CASH,COMPLETED
TRX-KLN-20260110-03217,2026-01-10 10:51:20,5500.0,EWALLET,COMPLETED
TRX-KLN-20260110-03218,2026-01-10 18:36:14,37500.0,CASH,COMPLETED
TRX-KLN-20260110-03219,2026-01-10 11:34:10,16400.0,QRIS,COMPLETED
TRX-KLN-20260110-03220,2026-01-10 12:37:45,44500.0,CASH,COMPLETED
TRX-KLN-20260110-03221,2026-01-10 19:35:32,46500.0,EWALLET,COMPLETED
TRX-KLN-20260110-03222,2026-01-10 21:02:55,14000.0,CASH,COMPLETED
TRX-KLN-20260110-03223,2026-01-10 14:36:00,9300.0,QRIS,COMPLETED
TRX-KLN-20260110-03224,2026-01-10 08:32:06,30000.0,CASH,COMPLETED
TRX-KLN-20260110-03225,2026-01-10 11:31:04,6000.0,QRIS,COMPLETED
TRX-KLN-20260110-03226,2026-01-10 10:25:21,51000.0,CASH,COMPLETED
TRX-KLN-20260110-03227,2026-01-10 09:39:36,12000.0,CASH,COMPLETED
TRX-KLN-20260110-03228,2026-01-10 16:34:57,21000.0,CASH,COMPLETED
TRX-KLN-20260110-03229,2026-01-10 11:29:09,64000.0,EWALLET,COMPLETED
TRX-KLN-20260110-03230,2026-01-10 08:35:46,10000.0,CASH,COMPLETED
TRX-KLN-20260110-03231,2026-01-10 13:54:14,142000.0,CASH,COMPLETED
TRX-KLN-20260110-03232,2026-01-10 16:34:25,28000.0,EWALLET,COMPLETED
TRX-KLN-20260110-03233,2026-01-10 07:16:57,126500.0,CASH,COMPLETED
TRX-KLN-20260110-03234,2026-01-10 21:17:21,33500.0,CASH,COMPLETED
TRX-KLN-20260110-03235,2026-01-10 16:06:39,38000.0,CASH,COMPLETED
TRX-KLN-20260110-03236,2026-01-10 14:57:42,7000.0,QRIS,COMPLETED
TRX-KLN-20260110-03237,2026-01-10 17:31:31,14000.0,TRANSFER,COMPLETED
TRX-KLN-20260110-03238,2026-01-10 14:02:08,141500.0,TRANSFER,COMPLETED
TRX-KLN-20260110-03239,2026-01-10 18:06:53,3000.0,CASH,COMPLETED
TRX-KLN-20260110-03240,2026-01-10 09:40:45,87100.0,CASH,COMPLETED
TRX-KLN-20260110-03241,2026-01-10 16:33:11,18500.0,QRIS,COMPLETED
TRX-KLN-20260111-03242,2026-01-11 17:04:07,8000.0,CASH,COMPLETED
TRX-KLN-20260111-03243,2026-01-11 10:42:17,6000.0,CASH,COMPLETED
TRX-KLN-20260111-03244,2026-01-11 17:12:16,35000.0,CASH,COMPLETED
TRX-KLN-20260111-03245,2026-01-11 18:15:23,15500.0,TRANSFER,COMPLETED
TRX-KLN-20260111-03246,2026-01-11 13:03:01,9500.0,CASH,COMPLETED
TRX-KLN-20260111-03247,2026-01-11 13:06:25,32000.0,CASH,COMPLETED
TRX-KLN-20260111-03248,2026-01-11 15:08:49,127000.0,CASH,COMPLETED
TRX-KLN-20260111-03249,2026-01-11 19:17:03,200500.0,TRANSFER,COMPLETED
TRX-KLN-20260111-03250,2026-01-11 14:56:46,4000.0,QRIS,COMPLETED
TRX-KLN-20260111-03251,2026-01-11 16:53:18,16000.0,CASH,COMPLETED
TRX-KLN-20260111-03252,2026-01-11 12:07:27,21800.0,CASH,COMPLETED
TRX-KLN-20260111-03253,2026-01-11 07:11:32,119000.0,CASH,COMPLETED
TRX-KLN-20260111-03254,2026-01-11 13:55:24,19000.0,QRIS,COMPLETED
TRX-KLN-20260111-03255,2026-01-11 07:18:06,60000.0,CASH,COMPLETED
TRX-KLN-20260111-03256,2026-01-11 10:37:04,16000.0,QRIS,COMPLETED
TRX-KLN-20260111-03257,2026-01-11 19:53:47,45000.0,CASH,COMPLETED
TRX-KLN-20260111-03258,2026-01-11 15:12:38,76500.0,CASH,COMPLETED
TRX-KLN-20260111-03259,2026-01-11 09:45:28,154500.0,QRIS,COMPLETED
TRX-KLN-20260111-03260,2026-01-11 11:30:41,174000.0,CASH,COMPLETED
TRX-KLN-20260112-03261,2026-01-12 17:00:54,69000.0,CASH,COMPLETED
TRX-KLN-20260112-03262,2026-01-12 12:28:20,232000.0,CASH,COMPLETED
TRX-KLN-20260112-03263,2026-01-12 09:15:26,16000.0,CASH,COMPLETED
TRX-KLN-20260112-03264,2026-01-12 08:53:00,30000.0,CASH,COMPLETED
TRX-KLN-20260112-03265,2026-01-12 16:21:59,19000.0,CASH,COMPLETED
TRX-KLN-20260112-03266,2026-01-12 10:58:06,58000.0,CASH,COMPLETED
TRX-KLN-20260112-03267,2026-01-12 18:11:21,145500.0,CASH,COMPLETED
TRX-KLN-20260112-03268,2026-01-12 09:33:44,27000.0,CASH,COMPLETED
TRX-KLN-20260112-03269,2026-01-12 15:53:40,22200.0,CASH,COMPLETED
TRX-KLN-20260112-03270,2026-01-12 21:49:25,32000.0,TRANSFER,COMPLETED
TRX-KLN-20260112-03271,2026-01-12 17:27:40,41000.0,CASH,COMPLETED
TRX-KLN-20260112-03272,2026-01-12 08:01:58,72000.0,CASH,COMPLETED
TRX-KLN-20260112-03273,2026-01-12 13:17:33,126000.0,CASH,COMPLETED
TRX-KLN-20260112-03274,2026-01-12 18:37:48,51000.0,CASH,COMPLETED
TRX-KLN-20260112-03275,2026-01-12 17:59:14,5500.0,CASH,COMPLETED
TRX-KLN-20260112-03276,2026-01-12 09:56:05,67000.0,TRANSFER,COMPLETED
TRX-KLN-20260112-03277,2026-01-12 19:58:49,4000.0,CASH,COMPLETED
TRX-KLN-20260112-03278,2026-01-12 18:03:03,14000.0,CASH,COMPLETED
TRX-KLN-20260112-03279,2026-01-12 15:18:22,30000.0,TRANSFER,COMPLETED
TRX-KLN-20260112-03280,2026-01-12 12:26:57,17000.0,CASH,COMPLETED
TRX-KLN-20260112-03281,2026-01-12 10:40:47,25500.0,QRIS,COMPLETED
TRX-KLN-20260112-03282,2026-01-12 09:15:10,52000.0,CASH,COMPLETED
TRX-KLN-20260113-03283,2026-01-13 18:47:54,16000.0,CASH,COMPLETED
TRX-KLN-20260113-03284,2026-01-13 19:04:46,144500.0,QRIS,COMPLETED
TRX-KLN-20260113-03285,2026-01-13 16:11:53,12000.0,CASH,COMPLETED
TRX-KLN-20260113-03286,2026-01-13 08:24:04,14000.0,QRIS,COMPLETED
TRX-KLN-20260113-03287,2026-01-13 19:48:22,25500.0,CASH,COMPLETED
TRX-KLN-20260113-03288,2026-01-13 18:44:03,32000.0,CASH,COMPLETED
TRX-KLN-20260113-03289,2026-01-13 07:44:36,136000.0,CASH,COMPLETED
TRX-KLN-20260113-03290,2026-01-13 10:31:34,13000.0,CASH,COMPLETED
TRX-KLN-20260113-03291,2026-01-13 10:29:47,159000.0,CASH,COMPLETED
TRX-KLN-20260113-03292,2026-01-13 11:45:01,32000.0,CASH,COMPLETED
TRX-KLN-20260113-03293,2026-01-13 17:10:42,86000.0,CASH,COMPLETED
TRX-KLN-20260113-03294,2026-01-13 08:30:40,40000.0,CASH,COMPLETED
TRX-KLN-20260113-03295,2026-01-13 16:34:22,52000.0,CASH,COMPLETED
TRX-KLN-20260113-03296,2026-01-13 13:10:17,6000.0,CASH,COMPLETED
TRX-KLN-20260113-03297,2026-01-13 17:50:01,51000.0,EWALLET,COMPLETED
TRX-KLN-20260113-03298,2026-01-13 09:45:50,35000.0,CASH,COMPLETED
TRX-KLN-20260114-03299,2026-01-14 17:58:02,63000.0,CASH,COMPLETED
TRX-KLN-20260114-03300,2026-01-14 20:04:02,9300.0,CASH,COMPLETED
TRX-KLN-20260114-03301,2026-01-14 12:49:06,12000.0,CASH,COMPLETED
TRX-KLN-20260114-03302,2026-01-14 19:39:53,35000.0,QRIS,COMPLETED
TRX-KLN-20260114-03303,2026-01-14 12:46:02,21500.0,CASH,COMPLETED
TRX-KLN-20260114-03304,2026-01-14 16:40:45,117500.0,CASH,COMPLETED
TRX-KLN-20260114-03305,2026-01-14 09:58:48,131000.0,CASH,COMPLETED
TRX-KLN-20260114-03306,2026-01-14 08:13:54,69000.0,CASH,COMPLETED
TRX-KLN-20260114-03307,2026-01-14 15:16:11,44000.0,QRIS,COMPLETED
TRX-KLN-20260114-03308,2026-01-14 08:13:12,140500.0,CASH,COMPLETED
TRX-KLN-20260114-03309,2026-01-14 17:26:36,21000.0,CASH,COMPLETED
TRX-KLN-20260114-03310,2026-01-14 15:25:49,157000.0,CASH,COMPLETED
TRX-KLN-20260114-03311,2026-01-14 08:59:22,26000.0,CASH,COMPLETED
TRX-KLN-20260114-03312,2026-01-14 18:22:05,165000.0,QRIS,COMPLETED
TRX-KLN-20260115-03313,2026-01-15 09:57:53,116000.0,CASH,COMPLETED
TRX-KLN-20260115-03314,2026-01-15 21:32:32,21000.0,CASH,COMPLETED
TRX-KLN-20260115-03315,2026-01-15 20:00:11,19500.0,QRIS,COMPLETED
TRX-KLN-20260115-03316,2026-01-15 09:41:49,158000.0,TRANSFER,COMPLETED
TRX-KLN-20260115-03317,2026-01-15 17:52:18,16000.0,QRIS,COMPLETED
TRX-KLN-20260115-03318,2026-01-15 10:23:25,66000.0,QRIS,COMPLETED
TRX-KLN-20260115-03319,2026-01-15 09:41:35,19000.0,CASH,COMPLETED
TRX-KLN-20260115-03320,2026-01-15 16:58:37,44000.0,CASH,COMPLETED
TRX-KLN-20260115-03321,2026-01-15 07:53:43,15000.0,CASH,COMPLETED
TRX-KLN-20260115-03322,2026-01-15 12:15:43,18200.0,CASH,COMPLETED
TRX-KLN-20260115-03323,2026-01-15 17:44:44,82000.0,CASH,COMPLETED
TRX-KLN-20260115-03324,2026-01-15 16:16:07,49000.0,CASH,COMPLETED
TRX-KLN-20260115-03325,2026-01-15 14:19:53,31000.0,QRIS,COMPLETED
TRX-KLN-20260115-03326,2026-01-15 18:41:43,46900.0,CASH,COMPLETED
TRX-KLN-20260115-03327,2026-01-15 07:18:54,72000.0,QRIS,COMPLETED
TRX-KLN-20260115-03328,2026-01-15 12:14:30,136000.0,CASH,COMPLETED
TRX-KLN-20260115-03329,2026-01-15 07:40:08,3000.0,CASH,COMPLETED
TRX-KLN-20260115-03330,2026-01-15 07:03:56,26500.0,CASH,COMPLETED
TRX-KLN-20260115-03331,2026-01-15 21:50:24,7000.0,QRIS,COMPLETED
TRX-KLN-20260115-03332,2026-01-15 16:15:10,134000.0,CASH,COMPLETED
TRX-KLN-20260116-03333,2026-01-16 16:30:37,26000.0,CASH,COMPLETED
TRX-KLN-20260116-03334,2026-01-16 18:02:05,47500.0,QRIS,COMPLETED
TRX-KLN-20260116-03335,2026-01-16 14:30:38,29000.0,CASH,COMPLETED
TRX-KLN-20260116-03336,2026-01-16 10:58:03,29000.0,CASH,COMPLETED
TRX-KLN-20260116-03337,2026-01-16 08:07:49,80500.0,TRANSFER,COMPLETED
TRX-KLN-20260116-03338,2026-01-16 16:54:47,32000.0,EWALLET,COMPLETED
TRX-KLN-20260116-03339,2026-01-16 13:11:03,34500.0,CASH,COMPLETED
TRX-KLN-20260116-03340,2026-01-16 16:59:26,50000.0,QRIS,COMPLETED
TRX-KLN-20260116-03341,2026-01-16 10:44:09,16000.0,CASH,COMPLETED
TRX-KLN-20260116-03342,2026-01-16 09:17:51,7000.0,CASH,COMPLETED
TRX-KLN-20260116-03343,2026-01-16 16:51:06,34500.0,CASH,COMPLETED
TRX-KLN-20260116-03344,2026-01-16 21:16:39,7000.0,CASH,COMPLETED
TRX-KLN-20260116-03345,2026-01-16 12:14:27,30000.0,CASH,COMPLETED
TRX-KLN-20260116-03346,2026-01-16 21:05:50,42000.0,QRIS,COMPLETED
TRX-KLN-20260116-03347,2026-01-16 11:36:16,18500.0,CASH,COMPLETED
TRX-KLN-20260116-03348,2026-01-16 13:41:25,63000.0,CASH,COMPLETED
TRX-KLN-20260116-03349,2026-01-16 11:50:56,25000.0,CASH,COMPLETED
TRX-KLN-20260116-03350,2026-01-16 18:01:11,45000.0,CASH,COMPLETED
TRX-KLN-20260116-03351,2026-01-16 11:00:03,45000.0,QRIS,COMPLETED
TRX-KLN-20260117-03352,2026-01-17 09:01:54,28000.0,QRIS,COMPLETED
TRX-KLN-20260117-03353,2026-01-17 07:31:46,34500.0,CASH,COMPLETED
TRX-KLN-20260117-03354,2026-01-17 09:05:37,72000.0,CASH,COMPLETED
TRX-KLN-20260117-03355,2026-01-17 14:32:57,96000.0,TRANSFER,COMPLETED
TRX-KLN-20260117-03356,2026-01-17 17:31:20,68000.0,CASH,COMPLETED
TRX-KLN-20260117-03357,2026-01-17 12:42:22,74500.0,TRANSFER,COMPLETED
TRX-KLN-20260117-03358,2026-01-17 07:04:01,14000.0,QRIS,COMPLETED
TRX-KLN-20260117-03359,2026-01-17 08:58:34,7000.0,QRIS,COMPLETED
TRX-KLN-20260117-03360,2026-01-17 17:07:40,63000.0,CASH,COMPLETED
TRX-KLN-20260117-03361,2026-01-17 17:41:29,68000.0,CASH,COMPLETED
TRX-KLN-20260117-03362,2026-01-17 19:04:41,51000.0,CASH,COMPLETED
TRX-KLN-20260117-03363,2026-01-17 16:11:41,51000.0,QRIS,COMPLETED
TRX-KLN-20260117-03364,2026-01-17 13:02:13,4000.0,CASH,COMPLETED
TRX-KLN-20260117-03365,2026-01-17 11:24:09,212500.0,CASH,COMPLETED
TRX-KLN-20260117-03366,2026-01-17 07:41:51,43800.0,CASH,COMPLETED
TRX-KLN-20260117-03367,2026-01-17 09:22:50,46000.0,CASH,COMPLETED
TRX-KLN-20260117-03368,2026-01-17 17:25:30,38000.0,CASH,COMPLETED
TRX-KLN-20260117-03369,2026-01-17 17:17:15,101700.0,CASH,COMPLETED
TRX-KLN-20260118-03370,2026-01-18 16:48:54,40500.0,CASH,COMPLETED
TRX-KLN-20260118-03371,2026-01-18 19:43:01,127000.0,CASH,COMPLETED
TRX-KLN-20260118-03372,2026-01-18 17:13:43,7000.0,CASH,COMPLETED
TRX-KLN-20260118-03373,2026-01-18 17:54:18,56000.0,CASH,COMPLETED
TRX-KLN-20260118-03374,2026-01-18 17:47:08,60400.0,CASH,COMPLETED
TRX-KLN-20260118-03375,2026-01-18 18:28:03,12000.0,TRANSFER,COMPLETED
TRX-KLN-20260118-03376,2026-01-18 21:18:45,9300.0,CASH,COMPLETED
TRX-KLN-20260118-03377,2026-01-18 15:51:38,17500.0,TRANSFER,COMPLETED
TRX-KLN-20260118-03378,2026-01-18 17:09:55,12400.0,CASH,COMPLETED
TRX-KLN-20260118-03379,2026-01-18 13:52:29,6200.0,CASH,COMPLETED
TRX-KLN-20260118-03380,2026-01-18 20:40:28,31000.0,EWALLET,COMPLETED
