batch_code,product_code,quantity,purchase_date,expiry_date,purchase_cost,status
B-RKK02-0666,RKK02,75,2026-02-21,,1725000.0,ACTIVE
B-SNK01-0667,SNK01,40,2026-02-21,2026-06-21,272000.0,ACTIVE
B-SNK02-0668,SNK02,20,2026-02-21,2026-08-20,150000.0,ACTIVE
B-SNK03-0669,SNK03,26,2026-02-21,2026-08-20,135200.0,ACTIVE
B-BMB01-0670,BMB01,35,2026-02-21,2027-02-21,157500.0,ACTIVE
B-KRT01-0671,KRT01,20,2026-02-21,,330000.0,ACTIVE
B-KRT02-0672,KRT02,28,2026-02-21,,336000.0,ACTIVE
B-ROTI01-0673,ROTI01,22,2026-02-21,2026-02-26,286000.0,ACTIVE
B-ROTI02-0674,ROTI02,35,2026-02-21,2026-03-23,192500.0,ACTIVE
B-GAS01-0675,GAS01,20,2026-02-21,,370000.0,ACTIVE
B-BRS01-0676,BRS01,33,2026-02-28,2026-08-27,2046000.0,ACTIVE
B-BRS02-0677,BRS02,41,2026-02-28,2026-08-27,2214000.0,ACTIVE
B-GLA01-0678,GLA01,44,2026-02-28,,616000.0,ACTIVE
B-MYK01-0679,MYK01,54,2026-02-28,2027-02-28,891000.0,ACTIVE
B-MYK02-0680,MYK02,47,2026-02-28,2027-02-28,634500.0,ACTIVE
B-TLR01-0681,TLR01,28,2026-02-28,2026-03-14,728000.0,ACTIVE
B-TPG01-0682,TPG01,17,2026-02-28,2027-02-28,178500.0,ACTIVE
B-MIE01-0683,MIE01,179,2026-02-28,2026-10-26,465400.0,ACTIVE
B-MIE02-0684,MIE02,93,2026-02-28,2026-10-26,232500.0,ACTIVE
B-MIE03-0685,MIE03,74,2026-02-28,2026-10-26,185000.0,ACTIVE
B-MNM01-0686,MNM01,167,2026-02-28,2027-02-28,501000.0,ACTIVE
B-MNM02-0687,MNM02,75,2026-02-28,2026-08-27,232500.0,ACTIVE
B-MNM03-0688,MNM03,104,2026-02-28,2027-02-28,124800.0,ACTIVE
B-MNM04-0689,MNM04,49,2026-02-28,2027-02-28,147000.0,ACTIVE
B-RKK01-0690,RKK01,64,2026-02-28,,2016000.0,ACTIVE
B-RKK02-0691,RKK02,81,2026-02-28,,1863000.0,ACTIVE
B-SNK01-0692,SNK01,37,2026-02-28,2026-06-28,251600.0,ACTIVE
B-SNK02-0693,SNK02,17,2026-02-28,2026-08-27,127500.0,ACTIVE
B-SNK03-0694,SNK03,29,2026-02-28,2026-08-27,150800.0,ACTIVE
B-BMB01-0695,BMB01,45,2026-02-28,2027-02-28,202500.0,ACTIVE
B-KRT01-0696,KRT01,17,2026-02-28,,280500.0,ACTIVE
B-KRT02-0697,KRT02,22,2026-02-28,,264000.0,ACTIVE
B-ROTI01-0698,ROTI01,27,2026-02-28,2026-03-05,351000.0,ACTIVE
B-ROTI02-0699,ROTI02,48,2026-02-28,2026-03-30,264000.0,ACTIVE
B-GAS01-0700,GAS01,19,2026-02-28,,351500.0,ACTIVE
B-BRS01-0701,BRS01,31,2026-03-07,2026-09-03,1922000.0,ACTIVE
B-BRS02-0702,BRS02,48,2026-03-07,2026-09-03,2592000.0,ACTIVE
B-GLA01-0703,GLA01,55,2026-03-07,,770000.0,ACTIVE
B-MYK01-0704,MYK01,43,2026-03-07,2027-03-07,709500.0,ACTIVE
B-MYK02-0705,MYK02,60,2026-03-07,2027-03-07,810000.0,ACTIVE
B-TLR01-0706,TLR01,28,2026-03-07,2026-03-21,728000.0,ACTIVE
B-TPG01-0707,TPG01,16,2026-03-07,2027-03-07,168000.0,ACTIVE
B-MIE01-0708,MIE01,194,2026-03-07,2026-11-02,504400.0,ACTIVE
B-MIE02-0709,MIE02,84,2026-03-07,2026-11-02,210000.0,ACTIVE
B-MIE03-0710,MIE03,86,2026-03-07,2026-11-02,215000.0,ACTIVE
B-MNM01-0711,MNM01,108,2026-03-07,2027-03-07,324000.0,ACTIVE
B-MNM02-0712,MNM02,56,2026-03-07,2026-09-03,173600.0,ACTIVE
B-MNM03-0713,MNM03,85,2026-03-07,2027-03-07,102000.0,ACTIVE
B-MNM04-0714,MNM04,72,2026-03-07,2027-03-07,216000.0,ACTIVE
B-RKK01-0715,RKK01,64,2026-03-07,,2016000.0,ACTIVE
B-RKK02-0716,RKK02,67,2026-03-07,,1541000.0,ACTIVE
B-SNK01-0717,SNK01,26,2026-03-07,2026-07-05,176800.0,ACTIVE
B-SNK02-0718,SNK02,21,2026-03-07,2026-09-03,157500.0,ACTIVE
B-SNK03-0719,SNK03,31,2026-03-07,2026-09-03,161200.0,ACTIVE
B-BMB01-0720,BMB01,46,2026-03-07,2027-03-07,207000.0,ACTIVE
B-KRT01-0721,KRT01,25,2026-03-07,,412500.0,ACTIVE
B-KRT02-0722,KRT02,26,2026-03-07,,312000.0,ACTIVE
B-ROTI01-0723,ROTI01,23,2026-03-07,2026-03-12,299000.0,ACTIVE
B-ROTI02-0724,ROTI02,44,2026-03-07,2026-04-06,242000.0,ACTIVE
B-GAS01-0725,GAS01,16,2026-03-07,,296000.0,ACTIVE
B-BRS01-0726,BRS01,33,2026-03-14,2026-09-10,2046000.0,ACTIVE
B-BRS02-0727,BRS02,35,2026-03-14,2026-09-10,1890000.0,ACTIVE
B-GLA01-0728,GLA01,69,2026-03-14,,966000.0,ACTIVE
B-MYK01-0729,MYK01,41,2026-03-14,2027-03-14,676500.0,ACTIVE
B-MYK02-0730,MYK02,55,2026-03-14,2027-03-14,742500.0,ACTIVE
B-TLR01-0731,TLR01,36,2026-03-14,2026-03-28,936000.0,ACTIVE
B-TPG01-0732,TPG01,23,2026-03-14,2027-03-14,241500.0,ACTIVE
B-MIE01-0733,MIE01,205,2026-03-14,2026-11-09,533000.0,ACTIVE
B-MIE02-0734,MIE02,100,2026-03-14,2026-11-09,250000.0,ACTIVE
B-MIE03-0735,MIE03,72,2026-03-14,2026-11-09,180000.0,ACTIVE
B-MNM01-0736,MNM01,118,2026-03-14,2027-03-14,354000.0,ACTIVE
B-MNM02-0737,MNM02,66,2026-03-14,2026-09-10,204600.0,ACTIVE
B-MNM03-0738,MNM03,89,2026-03-14,2027-03-14,106800.0,ACTIVE
B-MNM04-0739,MNM04,73,2026-03-14,2027-03-14,219000.0,ACTIVE
B-RKK01-0740,RKK01,66,2026-03-14,,2079000.0,ACTIVE
B-RKK02-0741,RKK02,60,2026-03-14,,1380000.0,ACTIVE
B-SNK01-0742,SNK01,38,2026-03-14,2026-07-12,258400.0,ACTIVE
B-SNK02-0743,SNK02,20,2026-03-14,2026-09-10,150000.0,ACTIVE
B-SNK03-0744,SNK03,30,2026-03-14,2026-09-10,156000.0,ACTIVE
B-BMB01-0745,BMB01,45,2026-03-14,2027-03-14,202500.0,ACTIVE
B-KRT01-0746,KRT01,25,2026-03-14,,412500.0,ACTIVE
B-KRT02-0747,KRT02,31,2026-03-14,,372000.0,ACTIVE
B-ROTI01-0748,ROTI01,18,2026-03-14,2026-03-19,234000.0,ACTIVE
B-ROTI02-0749,ROTI02,31,2026-03-14,2026-04-13,170500.0,ACTIVE
B-GAS01-0750,GAS01,19,2026-03-14,,351500.0,ACTIVE
B-BRS01-0751,BRS01,20,2026-03-21,2026-09-17,1240000.0,ACTIVE
B-BRS02-0752,BRS02,45,2026-03-21,2026-09-17,2430000.0,ACTIVE
B-GLA01-0753,GLA01,53,2026-03-21,,742000.0,ACTIVE
B-MYK01-0754,MYK01,50,2026-03-21,2027-03-21,825000.0,ACTIVE
B-MYK02-0755,MYK02,50,2026-03-21,2027-03-21,675000.0,ACTIVE
B-TLR01-0756,TLR01,37,2026-03-21,2026-04-04,962000.0,ACTIVE
B-TPG01-0757,TPG01,19,2026-03-21,2027-03-21,199500.0,ACTIVE
B-MIE01-0758,MIE01,175,2026-03-21,2026-11-16,455000.0,ACTIVE
B-MIE02-0759,MIE02,131,2026-03-21,2026-11-16,327500.0,ACTIVE
B-MIE03-0760,MIE03,77,2026-03-21,2026-11-16,192500.0,ACTIVE
B-MNM01-0761,MNM01,146,2026-03-21,2027-03-21,438000.0,ACTIVE
B-MNM02-0762,MNM02,94,2026-03-21,2026-09-17,291400.0,ACTIVE
B-MNM03-0763,MNM03,117,2026-03-21,2027-03-21,140400.0,ACTIVE
B-MNM04-0764,MNM04,79,2026-03-21,2027-03-21,237000.0,ACTIVE
B-RKK01-0765,RKK01,101,2026-03-21,,3181500.0,ACTIVE
B-RKK02-0766,RKK02,58,2026-03-21,,1334000.0,ACTIVE
B-SNK01-0767,SNK01,31,2026-03-21,2026-07-19,210800.0,ACTIVE
B-SNK02-0768,SNK02,17,2026-03-21,2026-09-17,127500.0,ACTIVE
B-SNK03-0769,SNK03,26,2026-03-21,2026-09-17,135200.0,ACTIVE
B-BMB01-0770,BMB01,37,2026-03-21,2027-03-21,166500.0,ACTIVE
B-KRT01-0771,KRT01,26,2026-03-21,,429000.0,ACTIVE
B-KRT02-0772,KRT02,21,2026-03-21,,252000.0,ACTIVE
B-ROTI01-0773,ROTI01,24,2026-03-21,2026-03-26,312000.0,ACTIVE
B-ROTI02-0774,ROTI02,46,2026-03-21,2026-04-20,253000.0,ACTIVE
B-GAS01-0775,GAS01,18,2026-03-21,,333000.0,ACTIVE
B-BRS01-0776,BRS01,23,2026-03-28,2026-09-24,1426000.0,ACTIVE
B-BRS02-0777,BRS02,42,2026-03-28,2026-09-24,2268000.0,ACTIVE
B-GLA01-0778,GLA01,46,2026-03-28,,644000.0,ACTIVE
B-MYK01-0779,MYK01,33,2026-03-28,2027-03-28,544500.0,ACTIVE
B-MYK02-0780,MYK02,39,2026-03-28,2027-03-28,526500.0,ACTIVE
B-TLR01-0781,TLR01,30,2026-03-28,2026-04-11,780000.0,ACTIVE
B-TPG01-0782,TPG01,24,2026-03-28,2027-03-28,252000.0,ACTIVE
B-MIE01-0783,MIE01,178,2026-03-28,2026-11-23,462800.0,ACTIVE
B-MIE02-0784,MIE02,134,2026-03-28,2026-11-23,335000.0,ACTIVE
B-MIE03-0785,MIE03,67,2026-03-28,2026-11-23,167500.0,ACTIVE
B-MNM01-0786,MNM01,104,2026-03-28,2027-03-28,312000.0,ACTIVE
B-MNM02-0787,MNM02,79,2026-03-28,2026-09-24,244900.0,ACTIVE
B-MNM03-0788,MNM03,127,2026-03-28,2027-03-28,152400.0,ACTIVE
B-MNM04-0789,MNM04,61,2026-03-28,2027-03-28,183000.0,ACTIVE
B-RKK01-0790,RKK01,90,2026-03-28,,2835000.0,ACTIVE
B-RKK02-0791,RKK02,65,2026-03-28,,1495000.0,ACTIVE
B-SNK01-0792,SNK01,39,2026-03-28,2026-07-26,265200.0,ACTIVE
B-SNK02-0793,SNK02,17,2026-03-28,2026-09-24,127500.0,ACTIVE
B-SNK03-0794,SNK03,34,2026-03-28,2026-09-24,176800.0,ACTIVE
B-BMB01-0795,BMB01,52,2026-03-28,2027-03-28,234000.0,ACTIVE
B-KRT01-0796,KRT01,21,2026-03-28,,346500.0,ACTIVE
B-KRT02-0797,KRT02,26,2026-03-28,,312000.0,ACTIVE
B-ROTI01-0798,ROTI01,20,2026-03-28,2026-04-02,260000.0,ACTIVE
B-ROTI02-0799,ROTI02,36,2026-03-28,2026-04-27,198000.0,ACTIVE
B-GAS01-0800,GAS01,13,2026-03-28,,240500.0,ACTIVE
B-BRS01-0801,BRS01,21,2026-04-07,2026-10-04,1302000.0,ACTIVE
B-BRS02-0802,BRS02,37,2026-04-07,2026-10-04,1998000.0,ACTIVE
B-GLA01-0803,GLA01,45,2026-04-07,,630000.0,ACTIVE
B-MYK01-0804,MYK01,50,2026-04-07,2027-04-07,825000.0,ACTIVE
B-MYK02-0805,MYK02,38,2026-04-07,2027-04-07,513000.0,ACTIVE
B-TLR01-0806,TLR01,26,2026-04-07,2026-04-21,676000.0,ACTIVE
B-TPG01-0807,TPG01,16,2026-04-07,2027-04-07,168000.0,ACTIVE
B-MIE01-0808,MIE01,190,2026-04-07,2026-12-03,494000.0,ACTIVE
B-MIE02-0809,MIE02,127,2026-04-07,2026-12-03,317500.0,ACTIVE
B-MIE03-0810,MIE03,90,2026-04-07,2026-12-03,225000.0,ACTIVE
B-MNM01-0811,MNM01,161,2026-04-07,2027-04-07,483000.0,ACTIVE
B-MNM02-0812,MNM02,60,2026-04-07,2026-10-04,186000.0,ACTIVE
B-MNM03-0813,MNM03,133,2026-04-07,2027-04-07,159600.0,ACTIVE
B-MNM04-0814,MNM04,64,2026-04-07,2027-04-07,192000.0,ACTIVE
B-RKK01-0815,RKK01,94,2026-04-07,,2961000.0,ACTIVE
B-RKK02-0816,RKK02,59,2026-04-07,,1357000.0,ACTIVE
B-SNK01-0817,SNK01,35,2026-04-07,2026-08-05,238000.0,ACTIVE
B-SNK02-0818,SNK02,21,2026-04-07,2026-10-04,157500.0,ACTIVE
B-SNK03-0819,SNK03,32,2026-04-07,2026-10-04,166400.0,ACTIVE
B-BMB01-0820,BMB01,33,2026-04-07,2027-04-07,148500.0,ACTIVE
B-KRT01-0821,KRT01,27,2026-04-07,,445500.0,ACTIVE
B-KRT02-0822,KRT02,30,2026-04-07,,360000.0,ACTIVE
B-ROTI01-0823,ROTI01,25,2026-04-07,2026-04-12,325000.0,ACTIVE
B-ROTI02-0824,ROTI02,41,2026-04-07,2026-05-07,225500.0,ACTIVE
B-GAS01-0825,GAS01,12,2026-04-07,,222000.0,ACTIVE
B-BRS01-0826,BRS01,31,2026-04-14,2026-10-11,1922000.0,ACTIVE
B-BRS02-0827,BRS02,43,2026-04-14,2026-10-11,2322000.0,ACTIVE
B-GLA01-0828,GLA01,60,2026-04-14,,840000.0,ACTIVE
B-MYK01-0829,MYK01,52,2026-04-14,2027-04-14,858000.0,ACTIVE
B-MYK02-0830,MYK02,41,2026-04-14,2027-04-14,553500.0,ACTIVE
B-TLR01-0831,TLR01,28,2026-04-14,2026-04-28,728000.0,ACTIVE
B-TPG01-0832,TPG01,25,2026-04-14,2027-04-14,262500.0,ACTIVE
B-MIE01-0833,MIE01,198,2026-04-14,2026-12-10,514800.0,ACTIVE
B-MIE02-0834,MIE02,134,2026-04-14,2026-12-10,335000.0,ACTIVE
B-MIE03-0835,MIE03,73,2026-04-14,2026-12-10,182500.0,ACTIVE
B-MNM01-0836,MNM01,96,2026-04-14,2027-04-14,288000.0,ACTIVE
B-MNM02-0837,MNM02,89,2026-04-14,2026-10-11,275900.0,ACTIVE
B-MNM03-0838,MNM03,135,2026-04-14,2027-04-14,162000.0,ACTIVE
B-MNM04-0839,MNM04,54,2026-04-14,2027-04-14,162000.0,ACTIVE
B-RKK01-0840,RKK01,108,2026-04-14,,3402000.0,ACTIVE
B-RKK02-0841,RKK02,70,2026-04-14,,1610000.0,ACTIVE
B-SNK01-0842,SNK01,26,2026-04-14,2026-08-12,176800.0,ACTIVE
B-SNK02-0843,SNK02,23,2026-04-14,2026-10-11,172500.0,ACTIVE
B-SNK03-0844,SNK03,23,2026-04-14,2026-10-11,119600.0,ACTIVE
B-BMB01-0845,BMB01,42,2026-04-14,2027-04-14,189000.0,ACTIVE
B-KRT01-0846,KRT01,20,2026-04-14,,330000.0,ACTIVE
B-KRT02-0847,KRT02,21,2026-04-14,,252000.0,ACTIVE
B-ROTI01-0848,ROTI01,18,2026-04-14,2026-04-19,234000.0,ACTIVE
B-ROTI02-0849,ROTI02,29,2026-04-14,2026-05-14,159500.0,ACTIVE
B-GAS01-0850,GAS01,18,2026-04-14,,333000.0,ACTIVE
B-BRS01-0851,BRS01,20,2026-04-21,2026-10-18,1240000.0,ACTIVE
B-BRS02-0852,BRS02,35,2026-04-21,2026-10-18,1890000.0,ACTIVE
B-GLA01-0853,GLA01,45,2026-04-21,,630000.0,ACTIVE
B-MYK01-0854,MYK01,39,2026-04-21,2027-04-21,643500.0,ACTIVE
B-MYK02-0855,MYK02,42,2026-04-21,2027-04-21,567000.0,ACTIVE
B-TLR01-0856,TLR01,26,2026-04-21,2026-05-05,676000.0,ACTIVE
B-TPG01-0857,TPG01,18,2026-04-21,2027-04-21,189000.0,ACTIVE
B-MIE01-0858,MIE01,184,2026-04-21,2026-12-17,478400.0,ACTIVE
B-MIE02-0859,MIE02,137,2026-04-21,2026-12-17,342500.0,ACTIVE
B-MIE03-0860,MIE03,105,2026-04-21,2026-12-17,262500.0,ACTIVE
B-MNM01-0861,MNM01,155,2026-04-21,2027-04-21,465000.0,ACTIVE
B-MNM02-0862,MNM02,90,2026-04-21,2026-10-18,279000.0,ACTIVE
B-MNM03-0863,MNM03,138,2026-04-21,2027-04-21,165600.0,ACTIVE
B-MNM04-0864,MNM04,78,2026-04-21,2027-04-21,234000.0,ACTIVE
B-RKK01-0865,RKK01,77,2026-04-21,,2425500.0,ACTIVE
B-RKK02-0866,RKK02,83,2026-04-21,,1909000.0,ACTIVE
B-SNK01-0867,SNK01,32,2026-04-21,2026-08-19,217600.0,ACTIVE
B-SNK02-0868,SNK02,19,2026-04-21,2026-10-18,142500.0,ACTIVE
B-SNK03-0869,SNK03,23,2026-04-21,2026-10-18,119600.0,ACTIVE
B-BMB01-0870,BMB01,51,2026-04-21,2027-04-21,229500.0,ACTIVE
B-KRT01-0871,KRT01,16,2026-04-21,,264000.0,ACTIVE
B-KRT02-0872,KRT02,27,2026-04-21,,324000.0,ACTIVE
B-ROTI01-0873,ROTI01,27,2026-04-21,2026-04-26,351000.0,ACTIVE
B-ROTI02-0874,ROTI02,41,2026-04-21,2026-05-21,225500.0,ACTIVE
B-GAS01-0875,GAS01,20,2026-04-21,,370000.0,ACTIVE
B-BRS01-0876,BRS01,27,2026-04-28,2026-10-25,1674000.0,ACTIVE
B-BRS02-0877,BRS02,39,2026-04-28,2026-10-25,2106000.0,ACTIVE
B-GLA01-0878,GLA01,61,2026-04-28,,854000.0,ACTIVE
B-MYK01-0879,MYK01,55,2026-04-28,2027-04-28,907500.0,ACTIVE
B-MYK02-0880,MYK02,58,2026-04-28,2027-04-28,783000.0,ACTIVE
B-TLR01-0881,TLR01,25,2026-04-28,2026-05-12,650000.0,ACTIVE
B-TPG01-0882,TPG01,15,2026-04-28,2027-04-28,157500.0,ACTIVE
B-MIE01-0883,MIE01,173,2026-04-28,2026-12-24,449800.0,ACTIVE
B-MIE02-0884,MIE02,113,2026-04-28,2026-12-24,282500.0,ACTIVE
B-MIE03-0885,MIE03,66,2026-04-28,2026-12-24,165000.0,ACTIVE
B-MNM01-0886,MNM01,113,2026-04-28,2027-04-28,339000.0,ACTIVE
B-MNM02-0887,MNM02,88,2026-04-28,2026-10-25,272800.0,ACTIVE
B-MNM03-0888,MNM03,138,2026-04-28,2027-04-28,165600.0,ACTIVE
B-MNM04-0889,MNM04,60,2026-04-28,2027-04-28,180000.0,ACTIVE
B-RKK01-0890,RKK01,72,2026-04-28,,2268000.0,ACTIVE
B-RKK02-0891,RKK02,62,2026-04-28,,1426000.0,ACTIVE
B-SNK01-0892,SNK01,38,2026-04-28,2026-08-26,258400.0,ACTIVE
B-SNK02-0893,SNK02,22,2026-04-28,2026-10-25,165000.0,ACTIVE
B-SNK03-0894,SNK03,28,2026-04-28,2026-10-25,145600.0,ACTIVE
B-BMB01-0895,BMB01,38,2026-04-28,2027-04-28,171000.0,ACTIVE
B-KRT01-0896,KRT01,23,2026-04-28,,379500.0,ACTIVE
B-KRT02-0897,KRT02,20,2026-04-28,,240000.0,ACTIVE
B-ROTI01-0898,ROTI01,16,2026-04-28,2026-05-03,208000.0,ACTIVE
B-ROTI02-0899,ROTI02,44,2026-04-28,2026-05-28,242000.0,ACTIVE
B-GAS01-0900,GAS01,17,2026-04-28,,314500.0,ACTIVE
B-BRS01-0901,BRS01,33,2026-05-07,2026-11-03,2046000.0,ACTIVE
B-BRS02-0902,BRS02,38,2026-05-07,2026-11-03,2052000.0,ACTIVE
B-GLA01-0903,GLA01,40,2026-05-07,,560000.0,ACTIVE
B-MYK01-0904,MYK01,49,2026-05-07,2027-05-07,808500.0,ACTIVE
B-MYK02-0905,MYK02,61,2026-05-07,2027-05-07,823500.0,ACTIVE
B-TLR01-0906,TLR01,33,2026-05-07,2026-05-21,858000.0,ACTIVE
B-TPG01-0907,TPG01,18,2026-05-07,2027-05-07,189000.0,ACTIVE
B-MIE01-0908,MIE01,166,2026-05-07,2027-01-02,431600.0,ACTIVE
B-MIE02-0909,MIE02,93,2026-05-07,2027-01-02,232500.0,ACTIVE
B-MIE03-0910,MIE03,105,2026-05-07,2027-01-02,262500.0,ACTIVE
B-MNM01-0911,MNM01,137,2026-05-07,2027-05-07,411000.0,ACTIVE
B-MNM02-0912,MNM02,86,2026-05-07,2026-11-03,266600.0,ACTIVE
B-MNM03-0913,MNM03,129,2026-05-07,2027-05-07,154800.0,ACTIVE
B-MNM04-0914,MNM04,69,2026-05-07,2027-05-07,207000.0,ACTIVE
B-RKK01-0915,RKK01,70,2026-05-07,,2205000.0,ACTIVE
B-RKK02-0916,RKK02,61,2026-05-07,,1403000.0,ACTIVE
B-SNK01-0917,SNK01,34,2026-05-07,2026-09-04,231200.0,ACTIVE
B-SNK02-0918,SNK02,24,2026-05-07,2026-11-03,180000.0,ACTIVE
B-SNK03-0919,SNK03,24,2026-05-07,2026-11-03,124800.0,ACTIVE
B-BMB01-0920,BMB01,42,2026-05-07,2027-05-07,189000.0,ACTIVE
B-KRT01-0921,KRT01,18,2026-05-07,,297000.0,ACTIVE
B-KRT02-0922,KRT02,25,2026-05-07,,300000.0,ACTIVE
B-ROTI01-0923,ROTI01,25,2026-05-07,2026-05-12,325000.0,ACTIVE
B-ROTI02-0924,ROTI02,30,2026-05-07,2026-06-06,165000.0,ACTIVE
B-GAS01-0925,GAS01,14,2026-05-07,,259000.0,ACTIVE
B-BRS01-0926,BRS01,28,2026-05-14,2026-11-10,1736000.0,ACTIVE
B-BRS02-0927,BRS02,34,2026-05-14,2026-11-10,1836000.0,ACTIVE
B-GLA01-0928,GLA01,41,2026-05-14,,574000.0,ACTIVE
B-MYK01-0929,MYK01,32,2026-05-14,2027-05-14,528000.0,ACTIVE
B-MYK02-0930,MYK02,59,2026-05-14,2027-05-14,796500.0,ACTIVE
B-TLR01-0931,TLR01,31,2026-05-14,2026-05-28,806000.0,ACTIVE
B-TPG01-0932,TPG01,22,2026-05-14,2027-05-14,231000.0,ACTIVE
B-MIE01-0933,MIE01,209,2026-05-14,2027-01-09,543400.0,ACTIVE
B-MIE02-0934,MIE02,117,2026-05-14,2027-01-09,292500.0,ACTIVE
B-MIE03-0935,MIE03,102,2026-05-14,2027-01-09,255000.0,ACTIVE
B-MNM01-0936,MNM01,130,2026-05-14,2027-05-14,390000.0,ACTIVE
B-MNM02-0937,MNM02,93,2026-05-14,2026-11-10,288300.0,ACTIVE
B-MNM03-0938,MNM03,83,2026-05-14,2027-05-14,99600.0,ACTIVE
B-MNM04-0939,MNM04,68,2026-05-14,2027-05-14,204000.0,ACTIVE
B-RKK01-0940,RKK01,70,2026-05-14,,2205000.0,ACTIVE
B-RKK02-0941,RKK02,74,2026-05-14,,1702000.0,ACTIVE
B-SNK01-0942,SNK01,28,2026-05-14,2026-09-11,190400.0,ACTIVE
B-SNK02-0943,SNK02,22,2026-05-14,2026-11-10,165000.0,ACTIVE
B-SNK03-0944,SNK03,23,2026-05-14,2026-11-10,119600.0,ACTIVE
B-BMB01-0945,BMB01,45,2026-05-14,2027-05-14,202500.0,ACTIVE
B-KRT01-0946,KRT01,26,2026-05-14,,429000.0,ACTIVE
B-KRT02-0947,KRT02,34,2026-05-14,,408000.0,ACTIVE
B-ROTI01-0948,ROTI01,23,2026-05-14,2026-05-19,299000.0,ACTIVE
B-ROTI02-0949,ROTI02,38,2026-05-14,2026-06-13,209000.0,ACTIVE
B-GAS01-0950,GAS01,13,2026-05-14,,240500.0,ACTIVE
B-BRS01-0951,BRS01,25,2026-05-21,2026-11-17,1550000.0,ACTIVE
B-BRS02-0952,BRS02,39,2026-05-21,2026-11-17,2106000.0,ACTIVE
B-GLA01-0953,GLA01,58,2026-05-21,,812000.0,ACTIVE
B-MYK01-0954,MYK01,41,2026-05-21,2027-05-21,676500.0,ACTIVE
B-MYK02-0955,MYK02,42,2026-05-21,2027-05-21,567000.0,ACTIVE
B-TLR01-0956,TLR01,34,2026-05-21,2026-06-04,884000.0,ACTIVE
B-TPG01-0957,TPG01,21,2026-05-21,2027-05-21,220500.0,ACTIVE
B-MIE01-0958,MIE01,169,2026-05-21,2027-01-16,439400.0,ACTIVE
B-MIE02-0959,MIE02,96,2026-05-21,2027-01-16,240000.0,ACTIVE
B-MIE03-0960,MIE03,105,2026-05-21,2027-01-16,262500.0,ACTIVE
B-MNM01-0961,MNM01,101,2026-05-21,2027-05-21,303000.0,ACTIVE
B-MNM02-0962,MNM02,82,2026-05-21,2026-11-17,254200.0,ACTIVE
B-MNM03-0963,MNM03,80,2026-05-21,2027-05-21,96000.0,ACTIVE
B-MNM04-0964,MNM04,62,2026-05-21,2027-05-21,186000.0,ACTIVE
B-RKK01-0965,RKK01,84,2026-05-21,,2646000.0,ACTIVE
B-RKK02-0966,RKK02,68,2026-05-21,,1564000.0,ACTIVE
B-SNK01-0967,SNK01,28,2026-05-21,2026-09-18,190400.0,ACTIVE
B-SNK02-0968,SNK02,23,2026-05-21,2026-11-17,172500.0,ACTIVE
B-SNK03-0969,SNK03,28,2026-05-21,2026-11-17,145600.0,ACTIVE
B-BMB01-0970,BMB01,39,2026-05-21,2027-05-21,175500.0,ACTIVE
B-KRT01-0971,KRT01,20,2026-05-21,,330000.0,ACTIVE
B-KRT02-0972,KRT02,33,2026-05-21,,396000.0,ACTIVE
B-ROTI01-0973,ROTI01,18,2026-05-21,2026-05-26,234000.0,ACTIVE
B-ROTI02-0974,ROTI02,39,2026-05-21,2026-06-20,214500.0,ACTIVE
B-GAS01-0975,GAS01,16,2026-05-21,,296000.0,ACTIVE
B-BRS01-0976,BRS01,24,2026-05-28,2026-11-24,1488000.0,ACTIVE
B-BRS02-0977,BRS02,36,2026-05-28,2026-11-24,1944000.0,ACTIVE
B-GLA01-0978,GLA01,58,2026-05-28,,812000.0,ACTIVE
B-MYK01-0979,MYK01,52,2026-05-28,2027-05-28,858000.0,ACTIVE
B-MYK02-0980,MYK02,55,2026-05-28,2027-05-28,742500.0,ACTIVE
B-TLR01-0981,TLR01,28,2026-05-28,2026-06-11,728000.0,ACTIVE
B-TPG01-0982,TPG01,21,2026-05-28,2027-05-28,220500.0,ACTIVE
B-MIE01-0983,MIE01,147,2026-05-28,2027-01-23,382200.0,ACTIVE
B-MIE02-0984,MIE02,130,2026-05-28,2027-01-23,325000.0,ACTIVE
B-MIE03-0985,MIE03,76,2026-05-28,2027-01-23,190000.0,ACTIVE
B-MNM01-0986,MNM01,131,2026-05-28,2027-05-28,393000.0,ACTIVE
B-MNM02-0987,MNM02,65,2026-05-28,2026-11-24,201500.0,ACTIVE
B-MNM03-0988,MNM03,116,2026-05-28,2027-05-28,139200.0,ACTIVE
B-MNM04-0989,MNM04,79,2026-05-28,2027-05-28,237000.0,ACTIVE
B-RKK01-0990,RKK01,111,2026-05-28,,3496500.0,ACTIVE
B-RKK02-0991,RKK02,64,2026-05-28,,1472000.0,ACTIVE
B-SNK01-0992,SNK01,39,2026-05-28,2026-09-25,265200.0,ACTIVE
B-SNK02-0993,SNK02,19,2026-05-28,2026-11-24,142500.0,ACTIVE
B-SNK03-0994,SNK03,24,2026-05-28,2026-11-24,124800.0,ACTIVE
B-BMB01-0995,BMB01,44,2026-05-28,2027-05-28,198000.0,ACTIVE
B-KRT01-0996,KRT01,21,2026-05-28,,346500.0,ACTIVE
B-KRT02-0997,KRT02,20,2026-05-28,,240000.0,ACTIVE
B-ROTI01-0998,ROTI01,21,2026-05-28,2026-06-02,273000.0,ACTIVE
