transaction_code,product_code,product_name,quantity,price_per_unit,cost_per_unit,subtotal,date
TRX-KLN-20251227-02956,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-12-27
TRX-KLN-20251227-02956,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2025-12-27
TRX-KLN-20251227-02957,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-12-27
TRX-KLN-20251228-02958,TLR01,Telur Ayam Ras 1kg,2,29000.0,26000.0,58000.0,2025-12-28
TRX-KLN-20251228-02959,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2025-12-28
TRX-KLN-20251228-02959,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2025-12-28
TRX-KLN-20251228-02960,MYK02,Minyak Goreng Kita 1L,1,15000.0,13500.0,15000.0,2025-12-28
TRX-KLN-20251228-02961,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-12-28
TRX-KLN-20251228-02961,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-12-28
TRX-KLN-20251228-02961,MYK02,Minyak Goreng Kita 1L,2,15000.0,13500.0,30000.0,2025-12-28
TRX-KLN-20251228-02962,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2025-12-28
TRX-KLN-20251228-02963,BRS01,Beras Premium C4 5kg,2,68000.0,62000.0,136000.0,2025-12-28
TRX-KLN-20251228-02964,MNM01,Aqua Air Mineral 600ml,1,4000.0,3000.0,4000.0,2025-12-28
TRX-KLN-20251228-02964,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2025-12-28
TRX-KLN-20251228-02964,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-12-28
TRX-KLN-20251228-02965,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-12-28
TRX-KLN-20251228-02965,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-12-28
TRX-KLN-20251228-02966,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-12-28
TRX-KLN-20251228-02966,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-12-28
TRX-KLN-20251228-02967,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2025-12-28
TRX-KLN-20251228-02968,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2025-12-28
TRX-KLN-20251228-02968,MNM01,Aqua Air Mineral 600ml,1,4000.0,3000.0,4000.0,2025-12-28
TRX-KLN-20251228-02969,MIE03,Mie Sedaap Goreng,1,3000.0,2500.0,3000.0,2025-12-28
TRX-KLN-20251228-02970,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-12-28
TRX-KLN-20251228-02970,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2025-12-28
TRX-KLN-20251228-02970,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-12-28
TRX-KLN-20251228-02970,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2025-12-28
TRX-KLN-20251228-02971,TLR01,Telur Ayam Ras 1kg,2,29000.0,26000.0,58000.0,2025-12-28
TRX-KLN-20251228-02971,BRS01,Beras Premium C4 5kg,2,68000.0,62000.0,136000.0,2025-12-28
TRX-KLN-20251228-02971,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-12-28
TRX-KLN-20251228-02972,MIE01,Indomie Goreng Spesial 85g,1,3100.0,2600.0,3100.0,2025-12-28
TRX-KLN-20251228-02973,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-12-28
TRX-KLN-20251228-02974,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-12-28
TRX-KLN-20251228-02975,BRS01,Beras Premium C4 5kg,2,68000.0,62000.0,136000.0,2025-12-28
TRX-KLN-20251229-02976,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-12-29
TRX-KLN-20251229-02977,BMB01,Masako Rasa Ayam 100g,1,5500.0,4500.0,5500.0,2025-12-29
TRX-KLN-20251229-02978,MYK02,Minyak Goreng Kita 1L,2,15000.0,13500.0,30000.0,2025-12-29
TRX-KLN-20251229-02978,TLR01,Telur Ayam Ras 1kg,2,29000.0,26000.0,58000.0,2025-12-29
TRX-KLN-20251229-02978,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-12-29
TRX-KLN-20251229-02978,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-12-29
TRX-KLN-20251229-02979,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2025-12-29
TRX-KLN-20251229-02980,SNK01,Chitato Sapi Panggang 68g,2,8500.0,6800.0,17000.0,2025-12-29
TRX-KLN-20251229-02980,SNK02,Oreo Chocolate Cream 133g,1,9500.0,7500.0,9500.0,2025-12-29
TRX-KLN-20251229-02980,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2025-12-29
TRX-KLN-20251229-02981,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-12-29
TRX-KLN-20251229-02981,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2025-12-29
TRX-KLN-20251229-02981,ROTI01,Roti Tawar Kupas Sari Roti,2,16000.0,13000.0,32000.0,2025-12-29
TRX-KLN-20251229-02982,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2025-12-29
TRX-KLN-20251229-02982,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2025-12-29
TRX-KLN-20251229-02983,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-12-29
TRX-KLN-20251229-02983,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-12-29
TRX-KLN-20251229-02984,MNM03,Kopi Kapal Api Mix Sachet,1,1500.0,1200.0,1500.0,2025-12-29
TRX-KLN-20251229-02984,MNM02,Teh Pucuk Harum 350ml,2,4000.0,3100.0,8000.0,2025-12-29
TRX-KLN-20251229-02984,BRS01,Beras Premium C4 5kg,2,68000.0,62000.0,136000.0,2025-12-29
TRX-KLN-20251229-02984,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-12-29
TRX-KLN-20251229-02985,BMB01,Masako Rasa Ayam 100g,2,5500.0,4500.0,11000.0,2025-12-29
TRX-KLN-20251229-02986,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2025-12-29
TRX-KLN-20251229-02986,MNM04,Le Minerale 600ml,1,4000.0,3000.0,4000.0,2025-12-29
TRX-KLN-20251229-02986,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2025-12-29
TRX-KLN-20251229-02987,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-12-29
TRX-KLN-20251229-02987,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-12-29
TRX-KLN-20251229-02988,SNK03,Wafer Tango Cokelat 110g,1,7000.0,5200.0,7000.0,2025-12-29
TRX-KLN-20251229-02989,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-12-29
TRX-KLN-20251229-02989,MNM03,Kopi Kapal Api Mix Sachet,2,1500.0,1200.0,3000.0,2025-12-29
TRX-KLN-20251229-02990,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-12-29
TRX-KLN-20251229-02991,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-12-29
TRX-KLN-20251229-02991,KRT02,Sunlight Pencuci Piring 650ml,2,14000.0,12000.0,28000.0,2025-12-29
TRX-KLN-20251229-02992,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-12-29
TRX-KLN-20251229-02992,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2025-12-29
TRX-KLN-20251229-02992,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-12-29
TRX-KLN-20251229-02993,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-12-29
TRX-KLN-20251229-02993,MIE03,Mie Sedaap Goreng,1,3000.0,2500.0,3000.0,2025-12-29
TRX-KLN-20251229-02993,MIE02,Indomie Kuah Soto Ayam,2,3000.0,2500.0,6000.0,2025-12-29
TRX-KLN-20251230-02994,BRS02,Beras Medium IR64 5kg,2,60000.0,54000.0,120000.0,2025-12-30
TRX-KLN-20251230-02995,BRS02,Beras Medium IR64 5kg,2,60000.0,54000.0,120000.0,2025-12-30
TRX-KLN-20251230-02995,MIE02,Indomie Kuah Soto Ayam,1,3000.0,2500.0,3000.0,2025-12-30
TRX-KLN-20251230-02995,MNM02,Teh Pucuk Harum 350ml,2,4000.0,3100.0,8000.0,2025-12-30
TRX-KLN-20251230-02996,MIE01,Indomie Goreng Spesial 85g,1,3100.0,2600.0,3100.0,2025-12-30
TRX-KLN-20251230-02997,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2025-12-30
TRX-KLN-20251230-02998,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-12-30
TRX-KLN-20251230-02999,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-12-30
TRX-KLN-20251230-03000,RKK02,Rokok Gudang Garam Filter 12,2,25500.0,23000.0,51000.0,2025-12-30
TRX-KLN-20251230-03001,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-12-30
TRX-KLN-20251230-03002,BMB01,Masako Rasa Ayam 100g,3,5500.0,4500.0,16500.0,2025-12-30
TRX-KLN-20251230-03002,MNM02,Teh Pucuk Harum 350ml,2,4000.0,3100.0,8000.0,2025-12-30
TRX-KLN-20251230-03003,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2025-12-30
TRX-KLN-20251230-03003,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-12-30
TRX-KLN-20251230-03003,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2025-12-30
TRX-KLN-20251230-03004,MIE02,Indomie Kuah Soto Ayam,1,3000.0,2500.0,3000.0,2025-12-30
TRX-KLN-20251230-03004,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-12-30
TRX-KLN-20251230-03005,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-12-30
TRX-KLN-20251230-03005,MNM03,Kopi Kapal Api Mix Sachet,3,1500.0,1200.0,4500.0,2025-12-30
TRX-KLN-20251230-03005,SNK01,Chitato Sapi Panggang 68g,2,8500.0,6800.0,17000.0,2025-12-30
TRX-KLN-20251230-03005,MIE02,Indomie Kuah Soto Ayam,1,3000.0,2500.0,3000.0,2025-12-30
TRX-KLN-20251230-03006,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2025-12-30
TRX-KLN-20251230-03007,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-12-30
TRX-KLN-20251230-03007,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-12-30
TRX-KLN-20251230-03008,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-12-30
TRX-KLN-20251230-03009,RKK02,Rokok Gudang Garam Filter 12,2,25500.0,23000.0,51000.0,2025-12-30
TRX-KLN-20251230-03010,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2025-12-30
TRX-KLN-20251230-03010,MYK02,Minyak Goreng Kita 1L,3,15000.0,13500.0,45000.0,2025-12-30
TRX-KLN-20251230-03010,MNM02,Teh Pucuk Harum 350ml,2,4000.0,3100.0,8000.0,2025-12-30
TRX-KLN-20251230-03011,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-12-30
TRX-KLN-20251230-03011,BMB01,Masako Rasa Ayam 100g,1,5500.0,4500.0,5500.0,2025-12-30
TRX-KLN-20251230-03011,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2025-12-30
TRX-KLN-20251230-03012,TLR01,Telur Ayam Ras 1kg,2,29000.0,26000.0,58000.0,2025-12-30
TRX-KLN-20251230-03013,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-12-30
TRX-KLN-20251230-03013,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2025-12-30
TRX-KLN-20251230-03014,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2025-12-30
TRX-KLN-20251230-03014,RKK01,Rokok Sampoerna A Mild 16,1,34500.0,31500.0,34500.0,2025-12-30
TRX-KLN-20251230-03014,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-12-30
TRX-KLN-20251230-03014,GAS01,Gas LPG 3kg (Melon),2,21000.0,18500.0,42000.0,2025-12-30
TRX-KLN-20251230-03015,MIE03,Mie Sedaap Goreng,1,3000.0,2500.0,3000.0,2025-12-30
TRX-KLN-20251230-03015,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-12-30
TRX-KLN-20251231-03016,TPG01,Tepung Segitiga Biru 1kg,2,12500.0,10500.0,25000.0,2025-12-31
TRX-KLN-20251231-03016,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-12-31
TRX-KLN-20251231-03017,MNM03,Kopi Kapal Api Mix Sachet,4,1500.0,1200.0,6000.0,2025-12-31
TRX-KLN-20251231-03017,TPG01,Tepung Segitiga Biru 1kg,2,12500.0,10500.0,25000.0,2025-12-31
TRX-KLN-20251231-03017,MYK01,Minyak Goreng Bimoli 1L,2,18500.0,16500.0,37000.0,2025-12-31
TRX-KLN-20251231-03017,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2025-12-31
TRX-KLN-20251231-03018,RKK02,Rokok Gudang Garam Filter 12,1,25500.0,23000.0,25500.0,2025-12-31
TRX-KLN-20251231-03018,MIE01,Indomie Goreng Spesial 85g,3,3100.0,2600.0,9300.0,2025-12-31
TRX-KLN-20251231-03019,MIE01,Indomie Goreng Spesial 85g,4,3100.0,2600.0,12400.0,2025-12-31
TRX-KLN-20251231-03019,BRS01,Beras Premium C4 5kg,2,68000.0,62000.0,136000.0,2025-12-31
TRX-KLN-20251231-03020,MIE02,Indomie Kuah Soto Ayam,2,3000.0,2500.0,6000.0,2025-12-31
TRX-KLN-20251231-03020,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-12-31
TRX-KLN-20251231-03020,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2025-12-31
TRX-KLN-20251231-03021,SNK02,Oreo Chocolate Cream 133g,1,9500.0,7500.0,9500.0,2025-12-31
TRX-KLN-20251231-03021,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2025-12-31
TRX-KLN-20251231-03022,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2025-12-31
TRX-KLN-20251231-03023,MNM04,Le Minerale 600ml,1,4000.0,3000.0,4000.0,2025-12-31
TRX-KLN-20251231-03023,MYK01,Minyak Goreng Bimoli 1L,3,18500.0,16500.0,55500.0,2025-12-31
TRX-KLN-20251231-03023,MIE01,Indomie Goreng Spesial 85g,1,3100.0,2600.0,3100.0,2025-12-31
TRX-KLN-20251231-03024,MIE03,Mie Sedaap Goreng,3,3000.0,2500.0,9000.0,2025-12-31
TRX-KLN-20251231-03025,TPG01,Tepung Segitiga Biru 1kg,2,12500.0,10500.0,25000.0,2025-12-31
TRX-KLN-20251231-03026,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-12-31
TRX-KLN-20251231-03026,MYK02,Minyak Goreng Kita 1L,3,15000.0,13500.0,45000.0,2025-12-31
TRX-KLN-20251231-03026,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2025-12-31
TRX-KLN-20251231-03026,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2025-12-31
TRX-KLN-20251231-03027,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2025-12-31
TRX-KLN-20251231-03027,MNM03,Kopi Kapal Api Mix Sachet,1,1500.0,1200.0,1500.0,2025-12-31
TRX-KLN-20251231-03027,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2025-12-31
TRX-KLN-20251231-03028,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2025-12-31
TRX-KLN-20251231-03029,MNM02,Teh Pucuk Harum 350ml,1,4000.0,3100.0,4000.0,2025-12-31
TRX-KLN-20251231-03030,MIE02,Indomie Kuah Soto Ayam,1,3000.0,2500.0,3000.0,2025-12-31
TRX-KLN-20251231-03030,GAS01,Gas LPG 3kg (Melon),1,21000.0,18500.0,21000.0,2025-12-31
TRX-KLN-20251231-03031,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2025-12-31
TRX-KLN-20251231-03031,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2025-12-31
TRX-KLN-20251231-03032,MYK02,Minyak Goreng Kita 1L,3,15000.0,13500.0,45000.0,2025-12-31
TRX-KLN-20251231-03033,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2025-12-31
TRX-KLN-20260101-03034,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2026-01-01
TRX-KLN-20260101-03035,MIE02,Indomie Kuah Soto Ayam,1,3000.0,2500.0,3000.0,2026-01-01
TRX-KLN-20260101-03035,BMB01,Masako Rasa Ayam 100g,3,5500.0,4500.0,16500.0,2026-01-01
TRX-KLN-20260101-03035,MNM04,Le Minerale 600ml,2,4000.0,3000.0,8000.0,2026-01-01
TRX-KLN-20260101-03036,SNK03,Wafer Tango Cokelat 110g,1,7000.0,5200.0,7000.0,2026-01-01
TRX-KLN-20260101-03037,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2026-01-01
TRX-KLN-20260101-03037,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2026-01-01
TRX-KLN-20260101-03038,MNM03,Kopi Kapal Api Mix Sachet,1,1500.0,1200.0,1500.0,2026-01-01
TRX-KLN-20260101-03039,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2026-01-01
TRX-KLN-20260101-03039,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2026-01-01
TRX-KLN-20260101-03040,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2026-01-01
TRX-KLN-20260101-03040,BMB01,Masako Rasa Ayam 100g,3,5500.0,4500.0,16500.0,2026-01-01
TRX-KLN-20260101-03041,TPG01,Tepung Segitiga Biru 1kg,1,12500.0,10500.0,12500.0,2026-01-01
TRX-KLN-20260101-03041,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2026-01-01
TRX-KLN-20260101-03041,MYK02,Minyak Goreng Kita 1L,3,15000.0,13500.0,45000.0,2026-01-01
TRX-KLN-20260101-03042,GLA01,Gula Pasir Gulaku 1kg,2,16000.0,14000.0,32000.0,2026-01-01
TRX-KLN-20260101-03042,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2026-01-01
TRX-KLN-20260101-03043,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2026-01-01
TRX-KLN-20260101-03043,RKK02,Rokok Gudang Garam Filter 12,1,25500.0,23000.0,25500.0,2026-01-01
TRX-KLN-20260101-03043,MYK01,Minyak Goreng Bimoli 1L,1,18500.0,16500.0,18500.0,2026-01-01
TRX-KLN-20260101-03044,MIE02,Indomie Kuah Soto Ayam,2,3000.0,2500.0,6000.0,2026-01-01
TRX-KLN-20260101-03045,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2026-01-01
TRX-KLN-20260101-03045,RKK01,Rokok Sampoerna A Mild 16,1,34500.0,31500.0,34500.0,2026-01-01
TRX-KLN-20260101-03045,SNK01,Chitato Sapi Panggang 68g,2,8500.0,6800.0,17000.0,2026-01-01
TRX-KLN-20260101-03046,KRT02,Sunlight Pencuci Piring 650ml,1,14000.0,12000.0,14000.0,2026-01-01
TRX-KLN-20260102-03047,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2026-01-02
TRX-KLN-20260102-03047,RKK02,Rokok Gudang Garam Filter 12,2,25500.0,23000.0,51000.0,2026-01-02
TRX-KLN-20260102-03048,MNM04,Le Minerale 600ml,1,4000.0,3000.0,4000.0,2026-01-02
TRX-KLN-20260102-03049,RKK02,Rokok Gudang Garam Filter 12,2,25500.0,23000.0,51000.0,2026-01-02
TRX-KLN-20260102-03049,KRT02,Sunlight Pencuci Piring 650ml,1,14000.0,12000.0,14000.0,2026-01-02
TRX-KLN-20260102-03050,MNM03,Kopi Kapal Api Mix Sachet,4,1500.0,1200.0,6000.0,2026-01-02
TRX-KLN-20260102-03051,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2026-01-02
TRX-KLN-20260102-03051,MNM04,Le Minerale 600ml,3,4000.0,3000.0,12000.0,2026-01-02
TRX-KLN-20260102-03052,BMB01,Masako Rasa Ayam 100g,3,5500.0,4500.0,16500.0,2026-01-02
TRX-KLN-20260102-03052,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2026-01-02
TRX-KLN-20260102-03053,ROTI02,Susu UHT Ultramilk 250ml,2,7000.0,5500.0,14000.0,2026-01-02
TRX-KLN-20260102-03053,MNM01,Aqua Air Mineral 600ml,3,4000.0,3000.0,12000.0,2026-01-02
TRX-KLN-20260102-03054,MNM01,Aqua Air Mineral 600ml,4,4000.0,3000.0,16000.0,2026-01-02
TRX-KLN-20260102-03054,RKK01,Rokok Sampoerna A Mild 16,3,34500.0,31500.0,103500.0,2026-01-02
TRX-KLN-20260102-03054,GLA01,Gula Pasir Gulaku 1kg,3,16000.0,14000.0,48000.0,2026-01-02
TRX-KLN-20260102-03055,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2026-01-02
TRX-KLN-20260102-03055,RKK01,Rokok Sampoerna A Mild 16,1,34500.0,31500.0,34500.0,2026-01-02
TRX-KLN-20260102-03056,RKK01,Rokok Sampoerna A Mild 16,2,34500.0,31500.0,69000.0,2026-01-02
TRX-KLN-20260102-03056,BRS02,Beras Medium IR64 5kg,2,60000.0,54000.0,120000.0,2026-01-02
TRX-KLN-20260102-03057,GLA01,Gula Pasir Gulaku 1kg,1,16000.0,14000.0,16000.0,2026-01-02
TRX-KLN-20260102-03057,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2026-01-02
TRX-KLN-20260102-03058,BRS02,Beras Medium IR64 5kg,2,60000.0,54000.0,120000.0,2026-01-02
TRX-KLN-20260102-03058,MNM01,Aqua Air Mineral 600ml,2,4000.0,3000.0,8000.0,2026-01-02
TRX-KLN-20260102-03058,SNK03,Wafer Tango Cokelat 110g,2,7000.0,5200.0,14000.0,2026-01-02
TRX-KLN-20260102-03059,GLA01,Gula Pasir Gulaku 1kg,1,16000.0,14000.0,16000.0,2026-01-02
TRX-KLN-20260102-03060,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2026-01-02
TRX-KLN-20260102-03061,GLA01,Gula Pasir Gulaku 1kg,1,16000.0,14000.0,16000.0,2026-01-02
TRX-KLN-20260102-03061,TPG01,Tepung Segitiga Biru 1kg,1,12500.0,10500.0,12500.0,2026-01-02
TRX-KLN-20260102-03062,BRS02,Beras Medium IR64 5kg,1,60000.0,54000.0,60000.0,2026-01-02
TRX-KLN-20260102-03062,MIE01,Indomie Goreng Spesial 85g,3,3100.0,2600.0,9300.0,2026-01-02
TRX-KLN-20260102-03063,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2026-01-02
TRX-KLN-20260102-03063,MYK02,Minyak Goreng Kita 1L,2,15000.0,13500.0,30000.0,2026-01-02
TRX-KLN-20260102-03064,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2026-01-02
TRX-KLN-20260102-03064,MNM01,Aqua Air Mineral 600ml,4,4000.0,3000.0,16000.0,2026-01-02
TRX-KLN-20260102-03065,MYK02,Minyak Goreng Kita 1L,2,15000.0,13500.0,30000.0,2026-01-02
TRX-KLN-20260102-03065,MYK01,Minyak Goreng Bimoli 1L,2,18500.0,16500.0,37000.0,2026-01-02
TRX-KLN-20260102-03066,MIE01,Indomie Goreng Spesial 85g,3,3100.0,2600.0,9300.0,2026-01-02
TRX-KLN-20260103-03067,MIE01,Indomie Goreng Spesial 85g,2,3100.0,2600.0,6200.0,2026-01-03
TRX-KLN-20260103-03067,MIE02,Indomie Kuah Soto Ayam,4,3000.0,2500.0,12000.0,2026-01-03
TRX-KLN-20260103-03068,BRS01,Beras Premium C4 5kg,1,68000.0,62000.0,68000.0,2026-01-03
TRX-KLN-20260103-03069,SNK02,Oreo Chocolate Cream 133g,1,9500.0,7500.0,9500.0,2026-01-03
TRX-KLN-20260103-03070,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2026-01-03
TRX-KLN-20260103-03071,KRT01,Rinso Anti Noda 770g,2,19000.0,16500.0,38000.0,2026-01-03
TRX-KLN-20260103-03072,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2026-01-03
TRX-KLN-20260103-03072,SNK02,Oreo Chocolate Cream 133g,2,9500.0,7500.0,19000.0,2026-01-03
TRX-KLN-20260103-03073,KRT02,Sunlight Pencuci Piring 650ml,1,14000.0,12000.0,14000.0,2026-01-03
TRX-KLN-20260103-03073,MYK02,Minyak Goreng Kita 1L,2,15000.0,13500.0,30000.0,2026-01-03
TRX-KLN-20260103-03074,TPG01,Tepung Segitiga Biru 1kg,2,12500.0,10500.0,25000.0,2026-01-03
TRX-KLN-20260103-03074,KRT01,Rinso Anti Noda 770g,1,19000.0,16500.0,19000.0,2026-01-03
TRX-KLN-20260103-03074,MNM02,Teh Pucuk Harum 350ml,3,4000.0,3100.0,12000.0,2026-01-03
TRX-KLN-20260103-03075,ROTI01,Roti Tawar Kupas Sari Roti,1,16000.0,13000.0,16000.0,2026-01-03
TRX-KLN-20260103-03076,RKK02,Rokok Gudang Garam Filter 12,3,25500.0,23000.0,76500.0,2026-01-03
TRX-KLN-20260103-03076,SNK01,Chitato Sapi Panggang 68g,1,8500.0,6800.0,8500.0,2026-01-03
TRX-KLN-20260103-03077,MYK02,Minyak Goreng Kita 1L,1,15000.0,13500.0,15000.0,2026-01-03
TRX-KLN-20260103-03078,TLR01,Telur Ayam Ras 1kg,1,29000.0,26000.0,29000.0,2026-01-03
TRX-KLN-20260103-03078,ROTI02,Susu UHT Ultramilk 250ml,1,7000.0,5500.0,7000.0,2026-01-03
TRX-KLN-20260103-03078,MIE03,Mie Sedaap Goreng,2,3000.0,2500.0,6000.0,2026-01-03
TRX-KLN-20260103-03079,MNM04,Le Minerale 600ml,3,4000.0,3000.0,12000.0,2026-01-03
